"","rule","precision","recall"
"97","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_21}>",0.58404836,0.52065372
"98","<{saml.status.DS_7_69},{saml.status.DS_7_20}>",0.58377958,0.58338623
"99","<{saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_21}>",0.58310078,0.52469412
"100","<{saml.status.DS_7_20},{saml.status.DS_7_20}>",0.58276728,0.58276728
"101","<{saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.58178225,0.199139453
"102","<{saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.5814267,0.23319416
"103","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.58015935,0.51846955
"104","<{saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.57928562,0.201520403
"105","<{saml.status.DS_7_66},{saml.status.DS_7_69}>",0.57880571,0.127788228
"106","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.57775695,0.51306413
"107","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.57702904,0.51724156
"108","<{saml.status.DS_7_69,saml.status.DS_7_21},{saml.status.DS_7_67}>",0.57453518,0.54202741
"109","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.57444445,0.089639224
"110","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.57444445,0.089639224
"111","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_67}>",0.57312655,0.53662201
"112","<{saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_67}>",0.57238863,0.54079944
"113","<{saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.56859558,0.094263178
"114","<{saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.56805167,0.111237102
"115","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.56777778,0.087787373
"116","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.56777778,0.087787373
"117","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.56555555,0.079929357
"118","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.56555555,0.079929357
"119","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.56551588,0.089639224
"120","<{saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.56447443,0.49151697
"121","<{saml.status.DS_7_69,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.56383089,0.105605687
"122","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.56383089,0.105605687
"123","<{saml.status.DS_7_69,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.5615873,0.080936369
"124","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.5615873,0.080936369
"125","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.56015874,0.087115007
"126","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.56015874,0.087115007
"127","<{saml.status.DS_7_67},{saml.status.DS_7_21}>",0.5601381,0.52811967
"128","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.55888888,0.078077506
"129","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.55888888,0.078077506
"130","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.55884921,0.087787373
"131","<{saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.55668803,0.105605687
"132","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.55662698,0.079929357
"133","<{saml.status.DS_7_69,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.55559055,0.50226682
"134","<{saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.55551588,0.089639224
"135","<{saml.status.DS_7_67},{saml.status.DS_7_67}>",0.55516954,0.55516954
"136","<{saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.55444444,0.080936369
"137","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.55386002,0.08682261
"138","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.55386002,0.08682261
"139","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.55349207,0.085263156
"140","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.55349207,0.085263156
"141","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.55333829,0.49738876
"142","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.55329365,0.087787373
"143","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.55301588,0.087115007
"144","<{saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.55238509,0.50142917
"145","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.5515873,0.079084517
"146","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.5515873,0.079084517
"147","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.55126984,0.07759119
"148","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.55126984,0.07759119
"149","<{saml.status.DS_7_69,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.55073294,0.52692589
"150","<{saml.status.DS_7_69,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.55057126,0.36816212
"151","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.55057126,0.36816212
"152","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.54996031,0.078077506
"153","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.548466,0.36445842
"154","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.548466,0.36445842
"155","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.54833054,0.52152047
"156","<{saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.54760263,0.5256979
"157","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.54707749,0.40983807
"158","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.54707749,0.40983807
"159","<{saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.54694444,0.080936369
"160","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.54671716,0.08682261
"161","<{saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.54662698,0.079929357
"162","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.54634921,0.085263156
"163","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.54460317,0.075739339
"164","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.54460317,0.075739339
"165","<{saml.status.DS_7_21},{saml.status.DS_7_67}>",0.54456568,0.57756755
"166","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.54444444,0.079084517
"167","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.54440475,0.078077506
"168","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.54412698,0.07759119
"169","<{saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.54301588,0.087115007
"170","<{saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.54255049,0.08682261
"171","<{saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.54164269,0.36816212
"172","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.54079365,0.085263156
"173","<{saml.status.DS_7_21,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.54027777,0.079084517
"174","<{saml.status.DS_7_68},{saml.status.DS_7_68}>",0.54020512,0.54020512
"175","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.53953743,0.36445842
"176","<{saml.status.DS_7_69,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.53838154,0.44659641
"177","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.53838154,0.44659641
"178","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_20}>",0.53823233,0.087787373
"179","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_20}>",0.53823233,0.087787373
"180","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.53814892,0.40983807
"181","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.53746031,0.075739339
"182","<{saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.5373278,0.37777309
"183","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.5360101,0.079929357
"184","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.5360101,0.079929357
"185","<{saml.status.DS_7_66},{saml.status.DS_7_20}>",0.53547238,0.128946242
"186","<{saml.status.DS_7_69,saml.status.DS_7_22},{saml.status.DS_7_20}>",0.53537519,0.089639224
"187","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22},{saml.status.DS_7_20}>",0.53537519,0.089639224
"188","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_20}>",0.53444445,0.087787373
"189","<{saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.53412698,0.07759119
"190","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.53222222,0.079929357
"191","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.53190475,0.075739339
"192","<{saml.status.DS_7_20,saml.status.DS_7_22},{saml.status.DS_7_20}>",0.53158731,0.089639224
"193","<{saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.53073536,0.37143781
"194","<{saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.52945297,0.44659641
"195","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.52934343,0.078077506
"196","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.52934343,0.078077506
"197","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_69}>",0.52914142,0.085263156
"198","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_69}>",0.52914142,0.085263156
"199","<{saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_20}>",0.52888889,0.087787373
"200","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.52691919,0.07759119
"201","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.52691919,0.07759119
"202","<{saml.status.DS_7_69,saml.status.DS_7_22},{saml.status.DS_7_69}>",0.52628428,0.087115007
"203","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22},{saml.status.DS_7_69}>",0.52628428,0.087115007
"204","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_69}>",0.52611111,0.085263156
"205","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.52555555,0.078077506
"206","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.52388888,0.07759119
"207","<{saml.status.DS_7_20,saml.status.DS_7_22},{saml.status.DS_7_69}>",0.52325397,0.087115007
"208","<{saml.status.DS_7_69,saml.status.DS_7_20},{saml.status.DS_7_21}>",0.52255827,0.55962016
"209","<{saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.52222222,0.079929357
"210","<{saml.status.DS_7_69},{saml.status.DS_7_21}>",0.52196741,0.5644982
"211","<{saml.status.DS_7_22},{saml.status.DS_7_20}>",0.52158731,0.089639224
"212","<{saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_69}>",0.52055555,0.085263156
"213","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.52025252,0.075739339
"214","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.52025252,0.075739339
"215","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.51999999,0.078077506
"216","<{saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.51996031,0.138096836
"217","<{saml.status.DS_7_20},{saml.status.DS_7_21}>",0.5199187,0.56366056
"218","<{saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.51872089,0.22726216
"219","<{saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.5177381,0.154484796
"220","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.51722221,0.075739339
"221","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.51638888,0.132833683
"222","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.51638888,0.132833683
"223","<{saml.status.DS_7_69,saml.status.DS_7_20},{saml.status.DS_7_67}>",0.51613519,0.58259388
"224","<{saml.status.DS_7_69},{saml.status.DS_7_67}>",0.51559177,0.58799928
"225","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.51416667,0.149221643
"226","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.51416667,0.149221643
"227","<{saml.status.DS_7_66},{saml.status.DS_7_68}>",0.51411764,0.213867567
"228","<{saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.51388888,0.07759119
"229","<{saml.status.DS_7_20},{saml.status.DS_7_67}>",0.51377129,0.58677131
"230","<{saml.status.DS_7_22},{saml.status.DS_7_69}>",0.51325397,0.087115007
"231","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.51166665,0.075739339
"232","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.50746031,0.132833683
"233","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.50638888,0.12912998
"234","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.50638888,0.12912998
"235","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.5052381,0.149221643
"236","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.50440475,0.131761563
"237","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.50416667,0.14551794
"238","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.50416667,0.14551794
"239","<{saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.50388888,0.142096836
"240","<{saml.status.DS_7_68},{saml.status.DS_7_67}>",0.50225698,0.24956781
"241","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.50218254,0.148149523
"242","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_69}>",0.5,0.01703634
"243","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20},{saml.status.DS_7_20}>",0.5,0.016705787
"244","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_69}>",0.5,0.01703634
"245","<{saml.status.DS_7_69,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_20}>",0.5,0.016705787
"246","<{saml.status.DS_7_66},{saml.status.DS_7_21}>",0.49992277,0.113548478
"247","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.49746031,0.12912998
"248","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.49593433,0.136833683
"249","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.49593433,0.136833683
"250","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.4952381,0.14551794
"251","<{saml.status.DS_7_22},{saml.status.DS_7_68}>",0.49452381,0.158484796
"252","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.49222221,0.0730076
"253","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.49222221,0.0730076
"254","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.49138888,0.136833683
"255","<{saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.48944444,0.15112673
"256","<{saml.status.DS_7_69,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.48837301,0.14586358
"257","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.48837301,0.14586358
"258","<{saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.48833332,0.135761563
"259","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.48777777,0.077769505
"260","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.48777777,0.077769505
"261","<{saml.status.DS_7_69,saml.status.DS_7_22},{saml.status.DS_7_68}>",0.48656926,0.153221643
"262","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22},{saml.status.DS_7_68}>",0.48656926,0.153221643
"263","<{saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_68}>",0.48611111,0.152149523
"264","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.48593433,0.13312998
"265","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22,saml.status.DS_7_67},{saml.status.DS_7_68}>",0.48593433,0.13312998
"266","<{saml.status.DS_7_69,saml.status.DS_7_66},{saml.status.DS_7_69}>",0.48507028,0.123224737
"267","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_66},{saml.status.DS_7_69}>",0.48507028,0.123224737
"268","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_68}>",0.48371212,0.14951794
"269","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_22},{saml.status.DS_7_68}>",0.48371212,0.14951794
"270","<{saml.status.DS_7_69,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.48333333,0.08611386
"271","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.48333333,0.08611386
"272","<{saml.status.DS_7_20,saml.status.DS_7_22,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.48329364,0.0730076
"273","<{saml.status.DS_7_69,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.4832684,0.096769709
"274","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.4832684,0.096769709
"275","<{saml.status.DS_7_69,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.48228327,0.19530617
"276","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_68}>",0.48228327,0.19530617
"277","<{saml.status.DS_7_69,saml.status.DS_7_66,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.4820696,0.089809935
